ID,Titulo,DOI,decisao,motivacao
4LZMXYZN,"Decline Curve Analysis using Machine Learning Algorithms: RNN, LSTM, and GRU",10.56952/ARMA-2023-0287,Reprovado,"Nao apresenta foco direto em supply chain, procurement, logistica ou risco na cadeia."
2TP2WY2T,IA Applied to IIoT Intrusion Detection: An Overview,10.1109/WINCOM59760.2023.10323032,Reprovado,Excluido por tipo de estudo/metodo nao elegivel no metadata: overview.
I6Y3VKYK,Real-Time Lithology Prediction While Drilling Using Machine Learning Algorithms: A Web Application Based Solution,10.2118/217479-STU,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
UI7JNZNV,Best Practices for Building a Modern and Resilient Supply Chain Framework in the Oil and Gas Industry,10.2118/215114-MS,Reprovado,Comprehensive review/best practices; excluir por carater de revisao.
3CFWSF52,Use of AI tools to understand and model surface-interaction based EOR processes,10.1016/j.acags.2022.100111,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
INDWWFHL,Machine learning analysis of adrenal lesions: preliminary study evaluating texture analysis in the differentiation of adrenal lesions,10.5152/dir.2022.21266,Reprovado,Excluido por tipo de estudo/metodo nao elegivel no metadata: preliminary study.
AGDQ4M6K,Machine-Learning-Based Classification for Pipeline Corrosion with Monte Carlo Probabilistic Analysis,10.3390/en16083589,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
PJUVYGVX,Applying Machine Learning to the Fuel Theft Problem on Pipelines,10.1061/JPSEA2.PSENG-1374,Reprovado,"Foco em theft detection em pipeline, nao em decisao SCM/SCRM."
DFC8PRIQ,A stochastic optimization algorithm for the supply vessel planning problem under uncertain demand and uncertain weather conditions,10.1016/j.oceaneng.2023.114428,Sinalizado,"Logistica offshore e supply vessels sao relevantes para a cadeia, mesmo com foco em otimizacao estocastica."
SX7E77DD,Application of machine learning algorithms in classification the flow units of the Kazhdumi reservoir in one of the oil fields in southwest of Iran,10.1007/s13202-023-01618-1,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
8NRSVH47,"Establishing a Robust Model Using Stacked Generalization for Gas Identification of Coal-Bearing Strata in Block A, Northeastern Ordos Basin, China",10.2118/212869-PA,Reprovado,"Nao apresenta foco direto em supply chain, procurement, logistica ou risco na cadeia."
4LD9XML2,Prediction of geopolymer pumpability and setting time for well zonal isolation - Using machine learning and statistical based models,10.1016/j.heliyon.2023.e17925,Reprovado,"Nao apresenta foco direto em supply chain, procurement, logistica ou risco na cadeia."
J59I32AG,Holistic Approach Promotes Failure Prevention of Smart Mining Machines Based on Bayesian Networks,10.3390/machines11100940,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
MVZ2VK5D,Using artificial intelligence to find design errors in the engineering drawings,10.1002/smr.2543,Reprovado,IA para erros em desenhos de engenharia; tangencial a procurement/SCM.
TUSHMYRV,An ensemble-based machine learning solution for imbalanced multiclass dataset during lithology log generation,10.1038/s41598-023-49080-7,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
X6NR76GG,Generalization and Stability of Interpolating Neural Networks with Minimal Width,,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
LX8H4F5J,Screening of Enhanced Oil Recovery Methods Using Supervised Machine Learning Predicated on Range Data,10.1007/978-3-031-68639-9_28,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
5WNCJCVY,Carbon intensity of global crude oil trading and market policy implications,10.1038/s41467-023-41701-z,Reprovado,"Trading/traceability no petroleum supply chain e relevante, mas distante do foco SCM/SCRM com IA."
MT3587PH,A Real-Time Secure-Based Oil and Gas Supply Chain Management using Blockchain,10.1109/NIGERCON62786.2024.10927207,Sinalizado,Supply chain management com blockchain em O&G e aderente no perfil mais inclusivo.
R6PCMSJ5,Exploratory Analysis of Machine Learning Methods for Total Organic Carbon Prediction Using Well-Log Data of Kolmani Field,10.1109/ICPRS62101.2024.10677822,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
A4S5QRJZ,OPERATIONS OPTIMISATION OF A GAS-LIFT COMPRESSION SYSTEM USING A DIGITAL-TWIN APPROACH,10.1115/GT2024-125917,Sinalizado,"Tema setorial e de SCM/SCRM parece direto, mas IA/analytics nao esta suficientemente explicita no metadata para o perfil conservador."
8BBSC9MS,Leveraging Large Language Models for Cost Management and Supply Chain Optimization,10.2118/221022-MS,Aprovado,LLMs aplicados a cost management e supply chain optimization em operacoes de O&G.
VJR9Y35T,Reliable deep learning framework for the ground penetrating radar data to locate the horizontal variation in levee soil compaction,10.1016/j.engappai.2023.107627,Reprovado,"Nao apresenta foco direto em supply chain, procurement, logistica ou risco na cadeia."
R6RWNFXA,An approximated dynamic programming model for the supply vessel fleet sizing problem,10.1016/j.cor.2023.106510,Sinalizado,Fleet sizing de supply vessels offshore tem aderencia logistica direta ao recorte.
BVHJRJ56,A Transformer and LSTM-Based Approach for Blind Well Lithology Prediction,10.3390/sym16050616,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
IU6LKLG2,A Novel Multiagent Collaborative Learning Architecture for Automatic Recognition of Mudstone Rock Facies,10.1109/ACCESS.2024.3507569,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
ENRSM8KF,Missing log prediction using machine learning perspectives: A case study from upper Assam basin,10.1007/s12145-024-01323-5,Reprovado,Excluido por tipo de estudo/metodo nao elegivel no metadata: case study.
VK4IAE2L,Machine Learning Techniques in Enhanced Oil Recovery Screening Using Semisupervised Label Propagation,10.2118/221475-PA,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
WPDWD5IL,Spatial classification model of port facilities and energy reserve prediction based on deep learning for port management―A case study of Ningbo,10.1016/j.ocecoaman.2024.107413,Reprovado,Excluido por tipo de estudo/metodo nao elegivel no metadata: case study.
6VXE87X2,The use of machine and deep learning to model the relationship between discomfort temperature and labor productivity loss among petrochemical workers,10.1186/s12889-024-20713-4,Reprovado,Excluido por tipo de estudo/metodo nao elegivel no metadata: survey.
S2S2E5ZC,Novel Adaptive Hidden Markov Model Utilizing Expectation–Maximization Algorithm for Advanced Pipeline Leak Detection,10.3390/modelling5040069,Reprovado,"Nao apresenta foco direto em supply chain, procurement, logistica ou risco na cadeia."
BM8CF9Q2,Predicting the Rate of Penetration while Horizontal Drilling through Unconventional Reservoirs Using Artificial Intelligence,10.1021/acsomega.4c08006,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
VMCW2AU3,Assessing Sustainability Efforts and Greenwashing in Global Oil and Gas Supply Chain- Natural Language Processing Approach,10.1109/RAIT65068.2025.11089303,Aprovado,"NLP em supply chain de O&G, com foco em compliance e greenwashing."
NZPEESZY,Estimating Import Lead Times Using Business Intelligence and Machine Learning Within the CRISP-DM Framework: A Case Study in Oil and Gas Services Industry,10.1109/ACCESS.2025.3584886,Reprovado,Case study de lead time em O&G services; excluir conforme criterio de estudo de caso.
N26ZEF57,An Efficiency-Uncertainty-Based Consensus Optimization Framework With Dual-Perspective Clustering Analysis for Blockchain Adoption in Supply Chains,10.1109/TEM.2025.3626659,Reprovado,Relevancia direta insuficiente para seguir a leitura de texto completo neste perfil.
D39NI4CJ,Trends and Frontiers of Emerging Technologies in Oil and Gas: A Scientometric Perspective,10.1109/JIOT.2025.3631090,Reprovado,"Excluido por tipo de estudo/metodo nao elegivel no metadata: overview, scientometric."
RN7JV2Z8,An Ensemble-Based Automated Workflow for Decline Curve Analysis and Probabilistic Estimated Ultimate Recovery Estimation in Shale Gas Wells,10.2118/230302-PA,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
RBBG76L8,Machine Learning Model for Identifying Drilling Dysfunctions from Surface Data and Bit Failure Forensics,10.2118/228303-PA,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
RBE5WQJD,From Archives to Abandonment: Applying Generative AI to Optimize Plug and Abandon Processes in Old Oil Wells,10.30632/PJV66N4-2025a1,Reprovado,"Nao apresenta foco direto em supply chain, procurement, logistica ou risco na cadeia."
C5W8A4HF,An Artificial Intelligence–Driven Methodology for Predicting Proppant Bed Morphology in Hydraulic Fractures,10.2118/231404-PA,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
W995QQ3M,KA-GAN: Kolmogorov-Arnold Generative Adversarial Networks for Reconstruction of 3D Porous Media,10.2118/230280-PA,Reprovado,"Nao apresenta foco direto em supply chain, procurement, logistica ou risco na cadeia."
HEXIFZSW,Comparative Analysis of TOC Logging Evaluation Methods Using Machine Learning – A Case Study of the Ordos Basin-Yanchang Formation,10.30632/PJV66N3-2025a4,Reprovado,Excluido por tipo de estudo/metodo nao elegivel no metadata: case study.
JIJWQZFL,A Data-Driven Approach for Stylolite Detection,10.2118/214831-PA,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
UBH7DSWY,LiOBIA: Object-Based Cuttings Image Analysis for Automated Lithology Evaluation,10.30632/PJV65N4-2024a14,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
C4QDUX56,Reservoir Fluid Data Acquisition Using Advanced Mud-Logging Gas in Shale Reservoirs,10.30632/PJV65N4-2024a2,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
HJYA99CV,Novel Machine Learning Modeling Approach for Fatigue Failure of Hydrogen-Transporting Pipelines,10.2118/220931-PA,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
XV3WDDZ8,A General Framework to Describe Drilling Process States,10.2118/212537-PA,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
37X2Q2LK,Development of Oilwell Fault Classifiers Using a Wavelet-Based Multivariable Approach in a Modular Architecture,10.2118/221463-PA,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
MTHREQFX,Reservoir Fluid Typing From Standard Mud Gas – A Machine-Learning Approach,10.30632/PJV65N4-2024a5,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
2K7PF3MA,Optimization of Supercritical CO2 Fracturing Based on Random Forest-Particle Swarm Optimization Model and Pre-existing Fracture Network,10.2118/223585-PA,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
AYKN8CXR,Real-Time Fluid Identification From Integrating Advanced Mud Gas and Petrophysical Logs,10.30632/PJV65N4-2024a3,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
EJJ7UU2F,A Machine-Learning Approach to Predict Gas-Oil Ratio Based on Advanced Mud Gas Data,10.30632/PJV65N4-2024a1,Reprovado,Excluido por tipo de estudo/metodo nao elegivel no metadata: pilot study.
H2MR3M2B,Multisource Modeling Method for Petroleum Production Prediction Models: A Case Study of CO2-Flooding Performance,10.2118/223588-PA,Reprovado,Excluido por tipo de estudo/metodo nao elegivel no metadata: case study.
5IJTDCDN,Field Validation of a Universally Applicable Condition-Based Maintenance System for Mud Pumps,10.2118/212564-PA,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
MR7JM4HX,Deep Learning Method for Improving Rate of Penetration Prediction in Drilling,10.2118/219746-PA,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
Q2V6D4MS,Machine learning based approach for transient well test interpretation (Russian),10.24887/0028-2448-2024-4-54-59,Reprovado,"Nao apresenta foco direto em supply chain, procurement, logistica ou risco na cadeia."
D74MFTDY,Application of Machine Learning and Optimization of Oil Recovery and CO2 Sequestration in the Tight Oil Reservoir,10.2118/219731-PA,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
Z8YF7RT4,The unified information system of geological and geophysical data is the basis of a multidisciplinary approach to the exploration and production of hydrocarbons (Russian),10.24887/0028-2448-2024-2-8-13,Reprovado,Excluido por tipo de estudo/metodo nao elegivel no metadata: theoretical.
PLZVTNHI,A Hybrid Data-Physics Framework for Reservoir Performance Prediction with Application to H2S Production,10.2118/218000-PA,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
RW7GZLAP,"Synthetic Graphic Well Log Generation Using an Enhanced Deep Learning Workflow: Imbalanced Multiclass Data, Sample Size, and Scalability Challenges",10.2118/217466-PA,Reprovado,Excluido por tipo de estudo/metodo nao elegivel no metadata: case study.
M8SIDTB2,Rapid Inference of Reservoir Permeability from Inversion of Traveltime Data Under a Fast Marching Method-Based Deep Learning Framework,10.2118/214385-PA,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
NBN2TCZL,Heterogeneous Domain Adaptation Framework for Logging Lithofacies Identification,10.2118/218419-PA,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
XC6WEEWV,Multiparameter Inversion of Reservoirs Based on Deep Learning,10.2118/217437-PA,Reprovado,"Nao apresenta foco direto em supply chain, procurement, logistica ou risco na cadeia."
9GD25F7R,Transfer Learning with Prior Data-Driven Models from Multiple Unconventional Fields,10.2118/214312-PA,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
G49DQ46H,Application of Computer Vision in Machine Learning-Based Diagnosis of Water Production Mechanisms in Oil Wells,10.2118/211804-PA,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
9DZYG8W6,CFD Simulations of Two Wind Turbines Operating in Line,10.17736/ijope.2023.jc908,Reprovado,"Nao apresenta foco direto em supply chain, procurement, logistica ou risco na cadeia."
9LCYH7ZK,An Insight into the Prediction of Scale Precipitation in Harsh Conditions Using Different Machine Learning Algorithms,10.2118/212846-PA,Reprovado,"Nao apresenta foco direto em supply chain, procurement, logistica ou risco na cadeia."
G248T33B,On the Artificial Intelligence for the Sea State Forecast Along the Northern Sea Route,10.17736/ijope.2022.jc870,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
GBGWYKLR,Assisted Cement Log Interpretation Using Machine Learning,10.2118/209529-PA,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
BE89JLLY,The software system of geotechnical control for solving tasks of geotechnical monitoring in Rosneft Company (Russian),10.24887/0028-2448-2022-12-139-143,Reprovado,"Nao apresenta foco direto em supply chain, procurement, logistica ou risco na cadeia."
U48PAZ36,A Machine Learning Ship’s Speed Over Ground Prediction Model and Sailing Time Control Strategy,10.17736/ijope.2022.jc876,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
AK84NG36,MARS: scenarios monitoring and analysis system (Russian),10.24887/0028-2448-2022-11-42-46,Reprovado,"Nao apresenta foco direto em supply chain, procurement, logistica ou risco na cadeia."
2WX4MPZE,Determining Severity of Lateral and Torsional Downhole Vibrations While Drilling Surface Holes Using Three Machine Learning Techniques,10.2118/209575-PA,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
BDPZTBTT,Digital reality of oil refining (Russian),10.24887/0028-2448-2021-11-67-71,Reprovado,Excluido por tipo de estudo/metodo nao elegivel no metadata: theoretical.
7REXSW6I,GeoDIN - Geoscience-Based Deep Interaction Networks for Predicting Flow Dynamics in Reservoir Simulation Models,10.2118/203952-PA,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
W9FAL9I7,Methodological foundations for the implementation of robotic systems in order to improve the efficiency of repairing tubing (Russian),10.24887/0028-2448-2021-9-108-111,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
KAT9IT66,Fluid Flow and Particle Motion Behaviors During Seabed Nodule Pickup: An Experimental Study,10.17736/ijope.2021.jc803,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
WAWHJMXB,Explainable and Interpretable Anomaly Detection Models for Production Data,10.2118/208586-PA,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
6Q6F7HNH,Optimization of Recovery by Huff ‘n’ Puff Gas Injection in Shale-Oil Reservoirs Using the Climbing-Swarm Derivative-Free Algorithm,10.2118/199028-PA,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
D3E9UMPT,Data quality analysis of the station of geological and technological researches in recognizing losses and kicks to improve the prediction accuracy of neural network algorithms (Russian),10.24887/0028-2448-2020-8-63-67,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
ID8WVZ6B,Using Machine Learning Methods To Identify Coal Pay Zones from Drilling and Logging-While-Drilling (LWD) Data,10.2118/198288-PA,Reprovado,Excluido por tipo de estudo/metodo nao elegivel no metadata: case studies.
PA3L5HTI,"Multivariate Statistical Appraisal of Regional Susceptibility to Induced Seismicity: Application to the Permian Basin, SW United States",10.1029/2021JB022768,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
P4JN9Q5D,Replacing sedentary time or light physical activity with moderate physical activity is associated with a lower prevalence of back pain: a cross-sectional study using isotemporal analysis Isotemporal substitution and LBP prevalence,10.1016/j.bjpt.2024.101123,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
M5JFUPC6,Comparison of Novel Optimized Random Forest Technique and Logistic Regression for Credit Card Fraud Detection with Improved Precision,10.47750/pnr.2022.13.S03.082,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
V22YRNTI,Honest calibration assessment for binary outcome predictions,10.1093/biomet/asac068,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
NEJ6W37Y,A data-driven binary-classification framework for oil fingerprinting analysis,10.1016/j.envres.2021.111454,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
5I2Z7AW4,Dealing With Stakeholders After Early Failures in a Gas Pipeline in Pristine Jungle,10.1115/1.4044785,Reprovado,"Nao apresenta foco direto em supply chain, procurement, logistica ou risco na cadeia."
5FHDVYCR,Exploring the Factors Influencing Recurrence of Central Serous Chorioretinopathy using Machine Learning,,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
92RP95K5,Landslide risk assessment on the China-Pakistan Economic Corridor (CPEC): a comparative study of quantitative and machine learning approaches,10.1007/s12046-025-02749-3,Reprovado,"Nao apresenta foco direto em supply chain, procurement, logistica ou risco na cadeia."
TYI8Z56J,"India ISIN Database, by Nemo",10.5281/ZENODO.14884746,Reprovado,"Nao apresenta foco direto em supply chain, procurement, logistica ou risco na cadeia."
98D43BPT,Beyond the giants: the hidden role of micro and small enterprises in GVC reconfiguration dynamics,10.1057/s42214-025-00218-6,Reprovado,Excluido por tipo de estudo/metodo nao elegivel no metadata: survey.
JWM7CRTH,South Africa in the era of Industry 4.0: An Insightful Investigation,10.1007/s11192-022-04461-z,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
47VKWDG6,Improved MOEA/D with local search for solving multi-stage distributed reentrant hybrid flow shop scheduling problem,10.1016/j.eswa.2023.120893,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
P9NLKAWM,Towards the design of a smart warehouse management system for spare parts management in the oil and gas sector,10.3389/frsus.2024.1426089,Sinalizado,"Warehouse/spare parts em O&G e direto; mesmo sem IA explicita, merece leitura de texto completo."
WBDSK7DD,Research on Key Technologies of Intelligent Industrial Robot System for Bulk Material Transportation,10.1088/1742-6596/1626/1/012082,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
3FTKD9KX,"A triple-layer based surface complexation model for oil-brine interface in low-salinity waterflooding: Effect of sulphate interaction with carboxylic and basic groups, pH and temperature",10.1016/j.molliq.2024.124730,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
PWNP8VLT,Towards facing uncertainties in biofuel supply chain networks: a systematic literature review,10.1007/s11356-023-29331-w,Reprovado,"Excluido por tipo de estudo/metodo nao elegivel no metadata: literature review, comprehensive review."
BMPDAJ3D,"How do data, project management maturity, and PMO support shape resilient oil and gas projects?",10.5267/j.jpm.2025.4.004,Reprovado,"Nao apresenta foco direto em supply chain, procurement, logistica ou risco na cadeia."
5R36YDTV,"Accurate estimation of tool wear levels during milling, drilling and turning operations by designing novel hyperparameter tuned models based on LightGBM and stacking",10.1016/j.measurement.2022.110722,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
38IVFSNE,"Multiphase fl ow challenges in drilling, completions, and injection: Part 2",10.1016/j.petlm.2024.05.002,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
SQ5PJCTJ,"Multiphase flow challenges in drilling, completions, and injection: Part 1",10.1016/j.petlm.2024.05.001,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
MXGWZCMY,Pyrolysis performance and kinetic analysis of oily sludge,10.1007/s10973-021-10858-4,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
9GQQ2PSV,Collaborative intermodal freight transport network design and vehicle arrangement with applications in the oil and gas drilling equipment industry,10.1080/23249935.2020.1758235,Reprovado,"Freight transport network no contexto de drilling equipment e relevante, mas sem IA clara."
8SLQB2SW,Auto-suggestive real-time classification of driller Memos into activity codes using natural language processing,10.2118/199593-MS,Reprovado,"Nao apresenta foco direto em supply chain, procurement, logistica ou risco na cadeia."
SP8V8VDQ,Vehicle routing with endogenous learning: Application to offshore plug and abandonment campaign planning,10.1016/j.ejor.2020.06.039,Reprovado,"Tema setorial ate aparece, mas o uso de IA/analytics para decisao nao esta claro."
6W8PCG32,Proposed Risk Management Decision Support Methodology for Oil and Gas Construction Projects,10.1007/978-981-15-1910-9_34,Reprovado,"Risco em projetos de construcao de O&G; tangencia supply/logistica, mas nao e SCM central."
SYKTVX48,Risk assessment in oil and gas industry using simulation and bow-tie analysis,,Reprovado,Excluido por tipo de estudo/metodo nao elegivel no metadata: case study.
99U4MDR2,"Technological Innovation, Sustainable Green Practices and SMEs Sustainable Performance in Times of Crisis (COVID-19 pandemic)",10.1007/s10796-022-10250-z,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
PCIQFWGI,A framework for risk assessment in oil and gas supply chains,,Sinalizado,"Supply chain risk em O&G e direto, relevante para SCRM e apoio a decisao."
7872D7LJ,Effects of supply chain digital twins in the development of digital industry,,Reprovado,"Supply chain digital twins citam O&G/petroquimica, mas o recorte e mais amplo e conceitual."
KMXQ7UYS,Digital-twin based real-time resource allocation for hull parts picking and processing,10.1007/s10845-022-02065-1,Reprovado,Excluido por tipo de estudo/metodo nao elegivel no metadata: case study.
JXLRLF83,Coastal Shuttle Tanker Scheduling Model Considering Inventory Cost and System Reliability,10.1109/ACCESS.2020.3032556,Sinalizado,Tanker scheduling com inventory cost e confiabilidade e diretamente relevante para logistica energetica.
V3PYKT7T,Fuzzy ahp and linear programming based decision support system for logistics service providers allocation,,Reprovado,"Allocation de logistics service providers e pertinente, mas falta contexto setorial/IA mais robusto."
AM2VFTUU,Model-based multi-objective particle swarm production optimization for efficient injection/production planning to improve reservoir recovery,10.1002/cjce.24158,Reprovado,Excluido por tipo de estudo/metodo nao elegivel no metadata: case studies.
VRIPG53T,Cross-functional group decision making with heterogeneous cooperation for digital transformation in supply chain resilience,10.1016/j.asoc.2024.112463,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
N675LLWJ,Adaptive framework for resilient supply chain using 3D printing in oil and gas industry,10.2118/203089-MS,Sinalizado,"Resilient supply chain em O&G e diretamente pertinente, embora o componente de IA seja fraco."
3X2S3UD2,Digital concept and machine learning for cost estimation of oil and gas development,,Reprovado,"Cost estimation em desenvolvimento de O&G; relacao com SCM existe, mas permanece indireta."
4RHI4ZIT,Leveraging data-driven decisions: a framework for building intracompany capability for supply chain optimization and resilience,10.1108/SCM-12-2022-0464,Reprovado,"Supply chain optimization generica, sem contexto setorial direto suficiente."
2JG94LAK,Digitalizing Maritime Containers Shipping Companies: Impacts on Their Processes,10.3390/app12052532,Reprovado,Metadata nao situa o estudo de forma clara em oleo/gas ou petroquimica.
UIE3VSDF,Agent-based modeling for decision making support: Case of transport logistics in oil company,10.46354/i3m.2020.emss.006,Reprovado,Case of transport logistics in oil company; excluir por estudo de caso.
598J6XX7,Digital Twin-Enabled Smart Maritime Logistics Management in the Context of Industry 5.0,10.1109/ACCESS.2024.3354838,Reprovado,"Excluido por tipo de estudo/metodo nao elegivel no metadata: systematic review, bibliometric."
3RF6PZ3F,"Delivering best-in-class shallow water wellhead platform, and beyond",10.4043/30402-ms,Reprovado,Relevancia direta insuficiente para seguir a leitura de texto completo neste perfil.
FJCCA7QX,Modelling decision making in digital supply chains: insights from the petroleum industry,10.1108/K-10-2018-0565,Sinalizado,Decisao em digital supply chains do setor petrolifero e diretamente alinhada ao objetivo da RSL.
W2ZC3SIH,Construction of a Coupled Mathematical Model of Oil and Gas Risk Relying on Distributed Computing,10.1155/2022/5327266,Reprovado,Excluido por tipo de estudo/metodo nao elegivel no metadata: theoretical.
T49YTRJB,Computer optimal path simulation planning of oil and gas storage and transportation based on similarity measurement of decision space,10.1088/1742-6596/1533/3/032047,Aprovado,Planejamento de rotas para armazenamento/transporte de O&G com abordagem computacional.
FM8FYJPJ,Stuck Pipe Prediction in Geothermal Well Drilling at Darajat Using Statistical and Machine Learning Application,10.1145/3400934.3400954,Reprovado,"Foco principal em operacao/engenharia do ativo, nao em decisao SCM/SCRM."
