ID,Titulo,DOI,Decisao,Motivacao
ART_43,Assessing Sustainability Efforts and Greenwashing in Global Oil and Gas Supply Chain- Natural Language Processing Approach,10.1109/RAIT65068.2025.11089303,Aprovado,SCM no titulo + O&G(2) + IA(1) + Score(16.0)
ART_44,Estimating Import Lead Times Using Business Intelligence and Machine Learning Within the CRISP-DM Framework: A Case Study in Oil and Gas Services Industry,10.1109/ACCESS.2025.3584886,Reprovado,Tipo excluido: case study
ART_45,An Efficiency-Uncertainty-Based Consensus Optimization Framework With Dual-Perspective Clustering Analysis for Blockchain Adoption in Supply Chains,10.1109/TEM.2025.3626659,Aprovado,O&G(2) + IA(3) + SCM_core(2) + Score(19.5)
ART_46,Trends and Frontiers of Emerging Technologies in Oil and Gas: A Scientometric Perspective,10.1109/JIOT.2025.3631090,Sinalizado,"3 dimensoes presentes; SCM_core=1, score=26.5; verificar profundidade SCM"
ART_47,An Ensemble-Based Automated Workflow for Decline Curve Analysis and Probabilistic Estimated Ultimate Recovery Estimation in Shale Gas Wells,10.2118/230302-PA,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=2, IA=5"
ART_48,Machine Learning Model for Identifying Drilling Dysfunctions from Surface Data and Bit Failure Forensics,10.2118/228303-PA,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=2, IA=2"
ART_49,From Archives to Abandonment: Applying Generative AI to Optimize Plug and Abandon Processes in Old Oil Wells,10.30632/PJV66N4-2025a1,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=1, IA=4"
ART_50,An Artificial Intelligence–Driven Methodology for Predicting Proppant Bed Morphology in Hydraulic Fractures,10.2118/231404-PA,Reprovado,"Apenas SCM contextual(1), sem core; O&G=1, IA=5"
ART_51,KA-GAN: Kolmogorov-Arnold Generative Adversarial Networks for Reconstruction of 3D Porous Media,10.2118/230280-PA,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=1, IA=2"
ART_52,Comparative Analysis of TOC Logging Evaluation Methods Using Machine Learning – A Case Study of the Ordos Basin-Yanchang Formation,10.30632/PJV66N3-2025a4,Reprovado,Tipo excluido: case study
ART_53,A Data-Driven Approach for Stylolite Detection,10.2118/214831-PA,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=1, IA=6"
ART_54,LiOBIA: Object-Based Cuttings Image Analysis for Automated Lithology Evaluation,10.30632/PJV65N4-2024a14,Reprovado,"Apenas SCM contextual(1), sem core; O&G=1, IA=3"
ART_55,Reservoir Fluid Data Acquisition Using Advanced Mud-Logging Gas in Shale Reservoirs,10.30632/PJV65N4-2024a2,Reprovado,"Apenas SCM contextual(1), sem core; O&G=4, IA=0"
ART_56,Novel Machine Learning Modeling Approach for Fatigue Failure of Hydrogen-Transporting Pipelines,10.2118/220931-PA,Sinalizado,"3 dimensoes presentes; SCM_core=1, score=13.5; verificar profundidade SCM"
ART_57,A General Framework to Describe Drilling Process States,10.2118/212537-PA,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=1, IA=2"
ART_58,Development of Oilwell Fault Classifiers Using a Wavelet-Based Multivariable Approach in a Modular Architecture,10.2118/221463-PA,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=0, IA=1"
ART_59,Reservoir Fluid Typing From Standard Mud Gas – A Machine-Learning Approach,10.30632/PJV65N4-2024a5,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=3, IA=1"
ART_60,Optimization of Supercritical CO2 Fracturing Based on Random Forest-Particle Swarm Optimization Model and Pre-existing Fracture Network,10.2118/223585-PA,Reprovado,"Apenas SCM contextual(1), sem core; O&G=4, IA=5"
ART_61,Real-Time Fluid Identification From Integrating Advanced Mud Gas and Petrophysical Logs,10.30632/PJV65N4-2024a3,Reprovado,"Apenas SCM contextual(1), sem core; O&G=3, IA=1"
ART_62,A Machine-Learning Approach to Predict Gas-Oil Ratio Based on Advanced Mud Gas Data,10.30632/PJV65N4-2024a1,Reprovado,"Apenas SCM contextual(1), sem core; O&G=5, IA=3"
ART_63,Multisource Modeling Method for Petroleum Production Prediction Models: A Case Study of CO2-Flooding Performance,10.2118/223588-PA,Reprovado,Tipo excluido: case study
ART_64,Field Validation of a Universally Applicable Condition-Based Maintenance System for Mud Pumps,10.2118/212564-PA,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=3, IA=2"
ART_65,Deep Learning Method for Improving Rate of Penetration Prediction in Drilling,10.2118/219746-PA,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=3, IA=5"
ART_66,Machine learning based approach for transient well test interpretation (Russian),10.24887/0028-2448-2024-4-54-59,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=3, IA=2"
ART_67,Application of Machine Learning and Optimization of Oil Recovery and CO2 Sequestration in the Tight Oil Reservoir,10.2118/219731-PA,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=4, IA=5"
ART_68,The unified information system of geological and geophysical data is the basis of a multidisciplinary approach to the exploration and production of hydrocarbons (Russian),10.24887/0028-2448-2024-2-8-13,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=1, IA=1"
ART_69,A Hybrid Data-Physics Framework for Reservoir Performance Prediction with Application to H2S Production,10.2118/218000-PA,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=5, IA=4"
ART_70,"Synthetic Graphic Well Log Generation Using an Enhanced Deep Learning Workflow: Imbalanced Multiclass Data, Sample Size, and Scalability Challenges",10.2118/217466-PA,Reprovado,"Apenas SCM contextual(1), sem core; O&G=4, IA=5"
ART_71,Rapid Inference of Reservoir Permeability from Inversion of Traveltime Data Under a Fast Marching Method-Based Deep Learning Framework,10.2118/214385-PA,Reprovado,"Apenas SCM contextual(1), sem core; O&G=1, IA=4"
ART_72,Heterogeneous Domain Adaptation Framework for Logging Lithofacies Identification,10.2118/218419-PA,Reprovado,"Apenas SCM contextual(1), sem core; O&G=1, IA=4"
ART_73,Multiparameter Inversion of Reservoirs Based on Deep Learning,10.2118/217437-PA,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=2, IA=2"
ART_74,Transfer Learning with Prior Data-Driven Models from Multiple Unconventional Fields,10.2118/214312-PA,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=0, IA=4"
ART_75,Application of Computer Vision in Machine Learning-Based Diagnosis of Water Production Mechanisms in Oil Wells,10.2118/211804-PA,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=0, IA=6"
ART_76,CFD Simulations of Two Wind Turbines Operating in Line,10.17736/ijope.2023.jc908,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=6, IA=1"
ART_77,An Insight into the Prediction of Scale Precipitation in Harsh Conditions Using Different Machine Learning Algorithms,10.2118/212846-PA,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=1, IA=9"
ART_78,On the Artificial Intelligence for the Sea State Forecast Along the Northern Sea Route,10.17736/ijope.2022.jc870,Reprovado,"Score insuficiente (14.0); O&G=0, IA=11, SCM_core=1"
ART_79,Assisted Cement Log Interpretation Using Machine Learning,10.2118/209529-PA,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=0, IA=3"
ART_80,The software system of geotechnical control for solving tasks of geotechnical monitoring in Rosneft Company (Russian),10.24887/0028-2448-2022-12-139-143,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=1, IA=1"
ART_81,A Machine Learning Ship’s Speed Over Ground Prediction Model and Sailing Time Control Strategy,10.17736/ijope.2022.jc876,Sinalizado,SCM core forte(3) + score alto(23.0); falta: O&G
ART_82,MARS: scenarios monitoring and analysis system (Russian),10.24887/0028-2448-2022-11-42-46,Sinalizado,"3 dimensoes presentes; SCM_core=1, score=18.0; verificar profundidade SCM"
ART_83,Determining Severity of Lateral and Torsional Downhole Vibrations While Drilling Surface Holes Using Three Machine Learning Techniques,10.2118/209575-PA,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=1, IA=3"
ART_84,Digital reality of oil refining (Russian),10.24887/0028-2448-2021-11-67-71,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=1, IA=2"
ART_85,GeoDIN - Geoscience-Based Deep Interaction Networks for Predicting Flow Dynamics in Reservoir Simulation Models,10.2118/203952-PA,Reprovado,"Apenas SCM contextual(1), sem core; O&G=3, IA=3"
ART_86,Methodological foundations for the implementation of robotic systems in order to improve the efficiency of repairing tubing (Russian),10.24887/0028-2448-2021-9-108-111,Reprovado,"Score insuficiente (9.0); O&G=0, IA=2, SCM_core=1"
ART_87,Fluid Flow and Particle Motion Behaviors During Seabed Nodule Pickup: An Experimental Study,10.17736/ijope.2021.jc803,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=0, IA=1"
ART_88,Explainable and Interpretable Anomaly Detection Models for Production Data,10.2118/208586-PA,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=0, IA=6"
ART_89,Optimization of Recovery by Huff ‘n’ Puff Gas Injection in Shale-Oil Reservoirs Using the Climbing-Swarm Derivative-Free Algorithm,10.2118/199028-PA,Reprovado,"Apenas SCM contextual(1), sem core; O&G=3, IA=0"
ART_90,Data quality analysis of the station of geological and technological researches in recognizing losses and kicks to improve the prediction accuracy of neural network algorithms (Russian),10.24887/0028-2448-2020-8-63-67,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=3, IA=7"
ART_91,Using Machine Learning Methods To Identify Coal Pay Zones from Drilling and Logging-While-Drilling (LWD) Data,10.2118/198288-PA,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=2, IA=9"
ART_92,"Multivariate Statistical Appraisal of Regional Susceptibility to Induced Seismicity: Application to the Permian Basin, SW United States",10.1029/2021JB022768,Reprovado,"Apenas SCM contextual(1), sem core; O&G=1, IA=2"
ART_93,Replacing sedentary time or light physical activity with moderate physical activity is associated with a lower prevalence of back pain: a cross-sectional study using isotemporal analysis Isotemporal substitution and LBP prevalence,10.1016/j.bjpt.2024.101123,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=0, IA=3"
ART_94,Comparison of Novel Optimized Random Forest Technique and Logistic Regression for Credit Card Fraud Detection with Improved Precision,10.47750/pnr.2022.13.S03.082,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=0, IA=2"
ART_95,Honest calibration assessment for binary outcome predictions,10.1093/biomet/asac068,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=0, IA=1"
ART_96,A data-driven binary-classification framework for oil fingerprinting analysis,10.1016/j.envres.2021.111454,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=0, IA=7"
ART_97,Dealing With Stakeholders After Early Failures in a Gas Pipeline in Pristine Jungle,10.1115/1.4044785,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=2, IA=0"
ART_98,Exploring the Factors Influencing Recurrence of Central Serous Chorioretinopathy using Machine Learning,,Sinalizado,Sem abstract disponivel; revisao humana necessaria
ART_99,Landslide risk assessment on the China-Pakistan Economic Corridor (CPEC): a comparative study of quantitative and machine learning approaches,10.1007/s12046-025-02749-3,Reprovado,"Apenas SCM contextual(3), sem core; O&G=1, IA=4"
ART_100,"India ISIN Database, by Nemo",10.5281/ZENODO.14884746,Aprovado,O&G(4) + IA(1) + SCM_core(2) + Score(17.5)
ART_101,Beyond the giants: the hidden role of micro and small enterprises in GVC reconfiguration dynamics,10.1057/s42214-025-00218-6,Reprovado,"Score insuficiente (8.5); O&G=1, IA=1, SCM_core=1"
ART_102,South Africa in the era of Industry 4.0: An Insightful Investigation,10.1007/s11192-022-04461-z,Sinalizado,"3 dimensoes presentes; SCM_core=1, score=14.5; verificar profundidade SCM"
ART_103,Improved MOEA/D with local search for solving multi-stage distributed reentrant hybrid flow shop scheduling problem,10.1016/j.eswa.2023.120893,Reprovado,"Score insuficiente (10.5); O&G=1, IA=1, SCM_core=1"
ART_104,Towards the design of a smart warehouse management system for spare parts management in the oil and gas sector,10.3389/frsus.2024.1426089,Sinalizado,SCM core forte(4) + score alto(20.5); falta: IA
ART_105,Research on Key Technologies of Intelligent Industrial Robot System for Bulk Material Transportation,10.1088/1742-6596/1626/1/012082,Sinalizado,SCM_core(2) + score(15.5); falta: O&G
ART_106,"A triple-layer based surface complexation model for oil-brine interface in low-salinity waterflooding: Effect of sulphate interaction with carboxylic and basic groups, pH and temperature",10.1016/j.molliq.2024.124730,Reprovado,"Score insuficiente (6.5); O&G=0, IA=1, SCM_core=1"
ART_107,Towards facing uncertainties in biofuel supply chain networks: a systematic literature review,10.1007/s11356-023-29331-w,Reprovado,Tipo excluido: systematic/literature review
ART_108,"How do data, project management maturity, and PMO support shape resilient oil and gas projects?",10.5267/j.jpm.2025.4.004,Reprovado,"Score insuficiente (11.5); O&G=1, IA=0, SCM_core=1"
ART_109,"Accurate estimation of tool wear levels during milling, drilling and turning operations by designing novel hyperparameter tuned models based on LightGBM and stacking",10.1016/j.measurement.2022.110722,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=1, IA=1"
ART_110,"Multiphase fl ow challenges in drilling, completions, and injection: Part 2",10.1016/j.petlm.2024.05.002,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=6, IA=2"
ART_111,"Multiphase flow challenges in drilling, completions, and injection: Part 1",10.1016/j.petlm.2024.05.001,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=6, IA=2"
ART_112,Pyrolysis performance and kinetic analysis of oily sludge,10.1007/s10973-021-10858-4,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=3, IA=0"
ART_113,Collaborative intermodal freight transport network design and vehicle arrangement with applications in the oil and gas drilling equipment industry,10.1080/23249935.2020.1758235,Aprovado,O&G(2) + IA(3) + SCM_core(2) + Score(24.5)
ART_114,Auto-suggestive real-time classification of driller Memos into activity codes using natural language processing,10.2118/199593-MS,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=3, IA=3"
ART_115,Vehicle routing with endogenous learning: Application to offshore plug and abandonment campaign planning,10.1016/j.ejor.2020.06.039,Reprovado,"Apenas SCM contextual(1), sem core; O&G=2, IA=0"
ART_116,Proposed Risk Management Decision Support Methodology for Oil and Gas Construction Projects,10.1007/978-981-15-1910-9_34,Aprovado,O&G(2) + IA(2) + SCM_core(2) + Score(22.5)
ART_117,Risk assessment in oil and gas industry using simulation and bow-tie analysis,,Reprovado,"Score insuficiente (13.5); O&G=2, IA=0, SCM_core=1"
ART_118,"Technological Innovation, Sustainable Green Practices and SMEs Sustainable Performance in Times of Crisis (COVID-19 pandemic)",10.1007/s10796-022-10250-z,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=0, IA=0"
ART_119,A framework for risk assessment in oil and gas supply chains,,Sinalizado,SCM_core(2) + score(15.5); falta: IA
ART_120,Effects of supply chain digital twins in the development of digital industry,,Reprovado,"Score insuficiente (12.0); O&G=2, IA=0, SCM_core=1"
ART_121,Digital-twin based real-time resource allocation for hull parts picking and processing,10.1007/s10845-022-02065-1,Aprovado,O&G(1) + IA(3) + SCM_core(2) + Score(20.5)
ART_122,Coastal Shuttle Tanker Scheduling Model Considering Inventory Cost and System Reliability,10.1109/ACCESS.2020.3032556,Aprovado,O&G(2) + IA(1) + SCM_core(2) + Score(19.5)
ART_123,Fuzzy ahp and linear programming based decision support system for logistics service providers allocation,,Sinalizado,SCM_core(2) + score(16.0); falta: IA
ART_124,Model-based multi-objective particle swarm production optimization for efficient injection/production planning to improve reservoir recovery,10.1002/cjce.24158,Reprovado,"Apenas SCM contextual(1), sem core; O&G=1, IA=1"
ART_125,Cross-functional group decision making with heterogeneous cooperation for digital transformation in supply chain resilience,10.1016/j.asoc.2024.112463,Reprovado,Apenas dimensao: SCM; insuficiente
ART_126,Adaptive framework for resilient supply chain using 3D printing in oil and gas industry,10.2118/203089-MS,Sinalizado,SCM core forte(4) + score alto(26.5); falta: IA
ART_127,Digital concept and machine learning for cost estimation of oil and gas development,,Sinalizado,"3 dimensoes presentes; SCM_core=1, score=20.0; verificar profundidade SCM"
ART_128,Leveraging data-driven decisions: a framework for building intracompany capability for supply chain optimization and resilience,10.1108/SCM-12-2022-0464,Aprovado,O&G(1) + IA(2) + SCM_core(2) + Score(17.0)
ART_129,Digitalizing Maritime Containers Shipping Companies: Impacts on Their Processes,10.3390/app12052532,Reprovado,Apenas dimensao: SCM; insuficiente
ART_130,Agent-based modeling for decision making support: Case of transport logistics in oil company,10.46354/i3m.2020.emss.006,Sinalizado,SCM_core(2) + score(15.0); falta: IA
ART_131,Digital Twin-Enabled Smart Maritime Logistics Management in the Context of Industry 5.0,10.1109/ACCESS.2024.3354838,Reprovado,Tipo excluido: detected in abstract
ART_132,"Delivering best-in-class shallow water wellhead platform, and beyond",10.4043/30402-ms,Sinalizado,"3 dimensoes presentes; SCM_core=1, score=22.5; verificar profundidade SCM"
ART_133,Modelling decision making in digital supply chains: insights from the petroleum industry,10.1108/K-10-2018-0565,Sinalizado,"3 dimensoes presentes; SCM_core=1, score=20.0; verificar profundidade SCM"
ART_134,Construction of a Coupled Mathematical Model of Oil and Gas Risk Relying on Distributed Computing,10.1155/2022/5327266,Reprovado,"Apenas SCM contextual(2), sem core; O&G=3, IA=1"
ART_135,Computer optimal path simulation planning of oil and gas storage and transportation based on similarity measurement of decision space,10.1088/1742-6596/1533/3/032047,Aprovado,SCM no titulo + O&G(2) + IA(1) + Score(18.0)
ART_136,Stuck Pipe Prediction in Geothermal Well Drilling at Darajat Using Statistical and Machine Learning Application,10.1145/3400934.3400954,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=4, IA=7"
ART_137,Autonomous Underwater Pipe Damage Detection Positioning and Pipe Line Tracking Experiment with Unmanned Underwater Vehicle,10.3390/jmse12112002,Aprovado,O&G(3) + IA(4) + SCM_core(2) + Score(18.0)
ART_138,The efficiency of soft sensors modelling in advanced control systems in oil refinery through the application of hybrid intelligent data mining techniques,10.1088/1742-6596/1529/5/052049,Reprovado,"Apenas SCM contextual(1), sem core; O&G=5, IA=5"
ART_139,A dynamic risk assessment model to assess the impact of the coronavirus (COVID-19) on the sustainability of the biomass supply chain: A case study of a US biofuel industry,10.1016/j.rser.2021.111574,Reprovado,Tipo excluido: case study
ART_140,The two-echelon inventory-routing problem with fleet management,10.1016/j.cor.2020.104944,Sinalizado,SCM core forte(4) + score alto(21.0); falta: IA
ART_141,Development of a global earthquake-landslide-tsunami cascade database and analysis of cascading mechanisms,10.1360/TB-2024-0994,Reprovado,"Score insuficiente (10.5); O&G=2, IA=1, SCM_core=1"
ART_142,Technology predictions for arctic hydrocarbon development: Digitalization potential,10.1007/978-3-030-64430-7_21,Sinalizado,"3 dimensoes presentes; SCM_core=1, score=16.0; verificar profundidade SCM"
ART_143,A Procurement Method in Oil Marketing Company Based on Forecast Model and Expectation Criterion,10.1155/2021/6670249,Aprovado,O&G(2) + IA(1) + SCM_core(3) + Score(19.5)
ART_144,Statistical models for improving significant wave height predictions in offshore operations,10.1016/j.oceaneng.2020.107249,Reprovado,"Score insuficiente (10.0); O&G=1, IA=1, SCM_core=1"
ART_145,Advanced Data Recognition Technique for Real-Time Sand Monitoring Systems,10.1007/978-3-030-72610-2_24,Reprovado,"Sem sinal de SCM/SCRM/logistica; O&G=5, IA=5"
ART_146,Deep Learning Approaches for Intrusion Detection in IIoT Networks – Opportunities and Future Directions,10.14569/IJACSA.2021.0120411,Aprovado,O&G(3) + IA(2) + SCM_core(2) + Score(18.0)
ART_147,A Bayes Estimate Density Fuzzy Modular function for improving supply chain sustainability through blockchain entropy prediction,10.1016/j.sca.2023.100046,Aprovado,SCM no titulo + O&G(2) + IA(1) + Score(14.5)
